state_code,area_code,nonfarm_size,info_sector_prop
01,00000,2111.7,1.0702277785670316
01,11500,47,0.851063829787234
01,12220,70.1,1.1412268188302428
01,13820,555.6,1.6918646508279338
01,19460,59,0.6779661016949153
01,20020,61.7,0.8103727714748784
01,22520,57.6,0.6944444444444445
01,23460,34,0.5882352941176471
01,26620,263.6,0.9484066767830045
01,33660,188.7,1.0598834128245893
01,33860,178.5,1.0644257703081232
01,46220,110.2,0.7259528130671506
02,00000,319.7,1.5014075695964968
02,11260,173.9,1.8976423231742379
02,21820,36.3,0.8264462809917356
04,00000,3095.4,1.657297925954642
04,22380,67.2,0.5952380952380952
04,29420,55.6,1.079136690647482
04,38060,2319.2,1.858399448085547
04,39140,68.6,0.728862973760933
04,43420,33.8,1.183431952662722
04,46060,393.7,1.3462026924053847
04,49740,60.2,0.6644518272425249
05,00000,1331.7,0.953668243598408
05,22220,295.6,0.8119079837618403
05,22900,113.7,1.231310466138962
05,30780,376.4,1.5143464399574922
06,00000,17688.9,3.438314423169332
06,11244,1670,1.4850299401197606
06,12540,286.6,0.5582693649685974
06,17020,77.3,0.9055627425614489
06,20940,56.2,0.3558718861209964
06,23420,379.4,0.8434370057986295
06,25260,41.5,0.24096385542168677
06,31080,6208.5,4.1878070387372155
06,31084,4538.5,5.1823289633138705
06,31460,42.5,0.7058823529411764
06,32900,71.4,0.42016806722689076
06,33700,186.1,0.42987641053197206
06,34900,72.6,0.4132231404958678
06,36084,1178.9,2.112138434133514
06,37100,311.5,1.2841091492776886
06,39820,68.9,0.7256894049346879
06,40140,1660.3,0.6143468047943142
06,40900,1063.7,0.9871204286923004
06,41500,143.5,0.627177700348432
06,41740,1534.2,1.433972102724547
06,41860,2469.8,6.194833589764353
06,41884,1181.2,10.607856417202843
06,41940,1157.8,9.189842805320437
06,42020,118.6,1.0961214165261384
06,42034,109.6,2.5547445255474455
06,42100,100.2,0.5988023952095808
06,42200,194.6,2.3124357656731758
06,42220,204.2,1.2732615083251715
06,44700,273.2,0.43923865300146414
06,46700,139.7,0.644237652111668
06,47300,138.4,0.4335260115606936
06,49700,50.3,0.3976143141153082
08,00000,2862.3,2.7460433916780205
08,14500,204.4,4.305283757338552
08,17820,316,1.6455696202531647
08,19740,1586.7,3.3969874582466755
08,22660,178.6,1.5117581187010078
08,24300,65.8,0.911854103343465
08,24540,109.7,0.4557885141294439
08,39380,64,0.78125
09,00000,1665.6,1.8731988472622478
09,71950,399.9,3.1257814453613406
09,73450,571.1,1.5583960777447032
09,75700,297.5,1.3109243697478992
09,76450,122.9,1.1391375101708705
09,78700,66,0.9090909090909091
10,00000,472.1,0.8049142130904469
10,20100,70.9,0.7052186177715091
10,41540,168.2,0.7728894173602854
10,48864,368,0.7608695652173912
11,00000,764.4,2.72108843537415
11,47894,2716.8,2.513987043580683
11,47900,3307.6,2.4428588704801064
12,00000,9423.2,1.6501825282282025
12,15980,299.8,1.1007338225483654
12,18880,127.7,1.2529365700861395
12,19660,217.8,0.8264462809917356
12,22744,886.8,2.289129454217411
12,23540,151,1.3907284768211923
12,27260,771.8,1.7362010883648618
12,29460,265,0.9056603773584906
12,33100,2807.8,1.9730750053422608
12,33124,1252.9,1.8995929443690638
12,34940,165.2,0.847457627118644
12,35840,326.4,1.2254901960784315
12,36100,116.4,0.5154639175257731
12,36740,1393.7,1.9372892301069096
12,37340,243.2,1.0279605263157896
12,37460,85.4,0.8196721311475409
12,37860,193,0.9326424870466322
12,38940,165.8,0.844390832328106
12,39460,53.9,0.7421150278293136
12,42680,56.5,0.7079646017699116
12,45220,193,2.072538860103627
12,45300,1478.9,1.9473933328825477
12,48424,668.1,1.6913635683280945
13,00000,4797.7,2.6658607249306963
13,12060,2987.4,3.802637745196492
13,12260,243.1,0.8638420403126287
13,17980,121.5,0.9876543209876543
13,42340,199.3,0.852985449071751
15,00000,618.1,1.375182009383595
15,27980,74.4,0.9408602150537633
15,46520,444.7,1.5740948954351248
16,00000,827.1,1.1002297182928302
16,14260,382.1,1.1777021722062286
16,17660,72.1,1.1095700416088767
16,26820,78.7,0.8894536213468869
16,30300,29.6,1.3513513513513513
16,38540,38.9,0.5141388174807199
17,00000,6032.8,1.5796976528311895
17,14010,95.9,0.5213764337851928
17,16580,118.2,1.9458544839255496
17,16974,3751.9,1.9483461712732213
17,16980,4703.5,1.7285000531519081
17,19180,26.8,0.3731343283582089
17,19340,182.6,0.7667031763417306
17,19500,48.2,0.6224066390041494
17,20994,259.8,0.8083140877598153
17,28100,43,0.6976744186046512
17,29404,416.3,1.0329089598846983
17,37900,169,1.0059171597633136
17,40420,146.3,0.956937799043062
17,44100,107.9,2.4096385542168677
18,00000,3193.6,0.8423096192384769
18,14020,80.4,0.9950248756218906
18,18020,51.9,0.5780346820809248
18,21140,146,0.3424657534246575
18,21780,158.6,1.0088272383354353
18,23060,231.1,0.8654262224145393
18,23844,275.5,0.6896551724137931
18,26900,1133.9,1.111209101331687
18,29020,36.1,0.554016620498615
18,29200,106.3,0.6585136406396989
18,33140,41.2,0.48543689320388345
18,34620,47.9,0.8350730688935283
18,43780,137.7,1.016702977487291
18,45460,66.9,0.896860986547085
19,00000,1570.3,1.2163280901738522
19,16300,142.3,2.178496134926212
19,19780,384.2,1.5877147319104632
20,00000,1418.6,1.2829550260820528
20,45820,111.7,0.8952551477170994
20,48620,303.8,1.2179065174456878
20,92812,490.6,1.5695067264573992
21,00000,1961.4,1.0961558070765778
21,30460,284.8,1.053370786516854
21,31140,680.8,1.2779083431257343
21,36980,52.5,0.5714285714285714
22,00000,1920.2,1.208207478387668
22,12940,411,1.4355231143552312
22,29180,200.9,0.8959681433549029
22,35380,556.2,1.7080186983099603
22,43340,175.4,0.9692132269099201
23,00000,638.7,1.2368874275872865
23,70750,68,1.0294117647058822
23,74650,49.5,0.6060606060606061
23,76750,212.5,1.5529411764705883
24,00000,2708.8,1.3068517424689898
24,12580,1394.4,1.197647733792312
24,25180,103.9,1.6361886429258903
24,43524,590.8,2.1157752200406232
24,92581,372.9,1.3676588897827837
24,94781,407.7,0.8339465293107677
25,00000,3675.7,2.644394265037952
25,70900,104.1,1.1527377521613833
25,71650,2776.2,3.022116562207334
25,71654,1896.9,3.5320786546470555
25,72104,79.1,0.7585335018963338
25,73104,165.5,3.625377643504532
25,73604,66.7,0.4497751124437781
25,74204,81.9,1.0989010989010988
25,74500,51.8,0.5791505791505791
25,74804,157.9,2.279924002533249
25,74854,44,1.1363636363636365
25,75550,66,0.6060606060606061
25,76524,93.5,1.2834224598930482
25,76600,39.1,1.5345268542199486
25,78100,332.7,0.9017132551848512
25,78254,61,1.4754098360655739
25,79600,291.3,0.9612083762444215
26,00000,4362.2,1.292925588006052
26,11460,224.7,2.5812194036493104
26,13020,34.9,0.8595988538681949
26,19804,758.4,1.0548523206751055
26,19820,2001.6,1.4688249400479616
26,22420,137.3,0.8011653313911145
26,24340,568.9,1.2128669361926525
26,27100,58.5,0.3418803418803419
26,28020,148.4,0.6738544474393531
26,29620,229.7,1.697866782760122
26,34740,63.7,0.47095761381475665
26,35660,61.8,0.8090614886731393
26,40980,83,1.2048192771084338
26,47664,1243.1,1.721502694875714
27,00000,2933.7,1.5509424958243856
27,20260,130.7,0.7651109410864576
27,33460,1945.3,1.5370379889991261
27,40340,122.2,0.900163666121113
27,41060,105.7,1.229895931882687
28,00000,1164.8,0.8756868131868132
28,25060,160.2,0.9363295880149813
28,27140,277.6,1.0446685878962536
29,00000,2927.9,1.656477338706923
29,28140,1113,1.509433962264151
29,41180,1407.7,2.0316828869787598
29,44180,229.4,1.5257192676547515
29,92811,622.4,1.462082262210797
30,00000,509.6,1.1381475667189953
31,00000,1026,1.7543859649122806
31,30700,189,1.9047619047619049
31,36540,500.5,2.057942057942058
32,00000,1490.6,1.2008587146115657
32,29820,1082.7,1.209938117668791
32,39900,262,1.3358778625954197
33,00000,686,1.7346938775510203
33,73050,53.1,1.1299435028248588
33,74950,113.1,2.298850574712644
33,75404,129.6,2.2376543209876543
33,76900,93.7,2.0277481323372464
34,00000,4248.1,1.7843271109437158
34,12100,129,0.3875968992248062
34,15804,562.6,1.0664770707429791
34,35084,1234.7,2.0166842147890174
34,45940,287.1,1.8460466736328802
34,47220,60.6,0.9900990099009901
34,93563,937.9,2.3350037317411236
34,93565,944.7,1.7465862178469356
35,00000,846.9,1.275239107332625
35,10740,401.6,1.444223107569721
35,29740,75.8,0.79155672823219
35,42140,61.1,1.6366612111292964
36,00000,9518.8,3.098079589864269
36,10580,459.5,1.6974972796517953
36,13780,97.3,1.2332990750256936
36,15380,542.5,1.0875576036866361
36,20524,141.6,1.0593220338983051
36,21300,35.1,1.1396011396011396
36,24020,52.3,1.529636711281071
36,27060,62.2,0.8038585209003215
36,28740,59,1.5254237288135595
36,35004,1325.6,1.1089318044659022
36,35614,7133.7,3.9839073692473748
36,35620,9835.6,3.307373215665541
36,40380,520,1.1923076923076923
36,45060,312,1.217948717948718
36,46540,121.4,0.6589785831960462
36,48060,40.6,1.231527093596059
36,93561,4537.4,5.181381407854719
36,93562,713.7,1.499229368081827
37,00000,4797.2,1.7051613441174018
37,11700,200.8,1.045816733067729
37,15500,65.1,0.4608294930875576
37,16740,1311.4,1.967363123379594
37,20500,337.4,1.7783046828689986
37,22180,132.4,0.6797583081570997
37,24660,360.9,1.0806317539484622
37,24780,80,0.75
37,25860,157.5,0.5079365079365079
37,39580,701.9,3.5332668471292212
37,48900,141.1,1.984408221119773
37,49180,275,0.6909090909090909
38,00000,427.2,1.357677902621723
38,13900,73.5,1.08843537414966
38,22020,147.8,1.8944519621109606
38,24220,52.8,1.1363636363636365
39,00000,5529.3,1.2515146582750076
39,10420,329.3,1.0628606134224112
39,15940,169.7,0.8249852681202121
39,17140,1133.5,1.199823555359506
39,17460,1047.1,1.5089294241237707
39,18140,1139.8,1.5967713633970875
39,19380,383.2,1.7745302713987474
39,45780,301.1,1.0959814015277316
39,49660,208.1,0.7208073041806824
40,00000,1697.8,1.0484155966544941
40,30020,43.1,1.6241299303944314
40,36420,669.4,0.8664475649835675
40,46140,452.6,1.1931064958020328
41,00000,1949.3,1.8929872261837584
41,10540,47.9,0.8350730688935283
41,13460,90.4,1.991150442477876
41,18700,43,1.627906976744186
41,21660,160.1,1.249219237976265
41,24420,27.3,0.7326007326007326
41,32780,89.1,1.122334455667789
41,38900,1227.8,2.239778465548135
41,41420,176.2,0.9080590238365496
42,00000,5987.4,1.5566021979490263
42,10900,384.9,1.3769810340348143
42,11020,60,1.5000000000000002
42,21500,123,0.894308943089431
42,25420,353,0.9915014164305949
42,27780,50.7,1.380670611439842
42,29540,260.4,0.9984639016897082
42,33874,1103.9,2.3462270133164234
42,37964,980.1,1.9895928986838076
42,37980,3014.6,1.7945996152059975
42,38300,1147.5,1.8649237472766884
42,39740,176.9,0.5652911249293386
42,42540,261.5,1.1089866156787762
42,49620,189.5,0.5277044854881267
42,97961,741.8,2.2243192235103804
42,97962,238.3,1.258917331095258
44,00000,495.8,1.1496571198063736
44,77200,592.8,1.1470985155195683
45,00000,2243.5,1.3505683084466236
45,16700,394.6,2.1794221996958947
45,17900,413.2,1.2342691190706678
45,24860,449.3,1.5579790785666592
45,34820,183.7,1.4697876973326076
45,43900,167.1,0.478755236385398
46,00000,452.5,1.171270718232044
46,39660,72.8,0.9615384615384616
46,43620,167.4,1.5531660692951015
47,00000,3244.8,1.6796104536489151
47,16860,272,1.213235294117647
47,17300,97.9,1.2257405515832482
47,17420,47.5,0.631578947368421
47,27180,71.6,0.6983240223463688
47,27740,85.2,1.056338028169014
47,28700,121.5,1.1522633744855966
47,28940,428.9,1.5621356959664259
47,32820,660.6,0.8477141992128367
47,34100,49.1,0.6109979633401221
47,34980,1123.1,2.7958329623363904
48,00000,13458.6,1.7119165440684765
48,10180,74.9,1.2016021361815754
48,11100,125.7,0.9546539379474939
48,12420,1273.8,4.074422986340085
48,13140,158.1,0.5692599620493359
48,15180,155.9,0.3848620910840282
48,17780,133.7,1.1219147344801794
48,18580,190.4,0.7878151260504201
48,19100,4090.7,2.2147798665265115
48,19124,2929.9,2.71340318782211
48,21340,333.4,1.7696460707858432
48,23104,1160.8,0.956237077877326
48,26420,3246.4,1.0072695909314933
48,28660,150.9,0.7952286282306162
48,29700,107,0.5607476635514018
48,30980,97.8,1.2269938650306749
48,31180,156.4,1.278772378516624
48,32580,288.9,1.0384215991692627
48,33260,112.5,0.977777777777778
48,36220,77.6,0.5154639175257733
48,41660,51.1,1.1741682974559686
48,41700,1125,1.6533333333333333
48,43300,49.2,0.8130081300813007
48,45500,59.1,0.6768189509306262
48,46340,112.1,1.2488849241748439
48,47020,40.1,0.7481296758104738
48,47380,131.7,0.7593014426727411
48,48660,58.7,1.0221465076660987
49,00000,1678.9,2.668413842396807
49,30860,71.6,0.6983240223463688
49,36260,282.7,0.7428369296073577
49,39340,304,5
49,41100,80.7,1.1152416356877324
49,41620,801.5,3.056768558951965
50,00000,303.6,1.4492753623188406
50,72400,122.5,1.8775510204081631
51,00000,4069.3,1.7201975769788416
51,16820,120.1,1.4987510407993339
51,31340,103.7,0.6750241080038571
51,40060,694.4,0.9648617511520737
51,40220,161.9,0.7411982705373686
51,47260,788.1,1.180053292729349
51,94783,1535.3,2.9179964827720966
53,00000,3529.5,4.827879303017425
53,28420,123.2,0.5681818181818181
53,36500,126.4,1.5031645569620251
53,42644,1769.8,8.125211888348966
53,42660,2104.2,6.924246744606026
53,44060,263.9,1.098901098901099
53,45104,334.4,0.5681818181818182
53,47460,29.5,1.0169491525423728
54,00000,696.1,1.1061629076282145
54,16620,103.4,1.3539651837524176
54,26580,132.6,0.904977375565611
55,00000,2965,1.5615514333895446
55,11540,126.8,1.1041009463722395
55,20740,88.1,0.7945516458569807
55,22540,47.9,1.6701461377870566
55,24580,178.2,0.7856341189674524
55,27500,69.5,1.1510791366906474
55,29100,77.9,1.0269576379974326
55,31540,413.3,4.524558432131623
55,33340,852.4,1.4664476771468795
55,36780,96.8,1.6528925619834711
55,39540,77.5,0.3870967741935484
55,43100,61.9,0.32310177705977383
55,48140,72.4,0.5524861878453038
56,00000,284.4,1.090014064697609
56,16220,38.5,0.7792207792207793
56,16940,47.2,1.694915254237288
72,00000,920.8,1.8136403127715033
72,32420,33.9,0.8849557522123894
72,38660,71.2,0.7022471910112359
72,41980,665.5,2.2088655146506384
78,00000,34.7,1.440922190201729
